unique_detection_id,emotion,confidence,bbox
144974,neutral,0.6026,"{""x1"": 60, ""y1"": 122, ""x2"": 221, ""y2"": 364}"
144975,neutral,0.7296,"{""x1"": 641, ""y1"": 200, ""x2"": 801, ""y2"": 389}"
144976,angry,0.6563,"{""x1"": 508, ""y1"": 468, ""x2"": 670, ""y2"": 636}"
144977,neutral,0.658,"{""x1"": 617, ""y1"": 418, ""x2"": 731, ""y2"": 738}"
144978,fear,0.8813,"{""x1"": 657, ""y1"": 279, ""x2"": 755, ""y2"": 534}"
144979,neutral,0.8448,"{""x1"": 191, ""y1"": 238, ""x2"": 323, ""y2"": 463}"
144980,neutral,0.688,"{""x1"": 429, ""y1"": 179, ""x2"": 509, ""y2"": 454}"
144981,neutral,0.7474,"{""x1"": 158, ""y1"": 183, ""x2"": 291, ""y2"": 480}"
144982,happy,0.6453,"{""x1"": 141, ""y1"": 444, ""x2"": 207, ""y2"": 809}"
144983,neutral,0.8925,"{""x1"": 386, ""y1"": 406, ""x2"": 459, ""y2"": 658}"
144984,happy,0.5852,"{""x1"": 318, ""y1"": 400, ""x2"": 436, ""y2"": 672}"
144985,happy,0.851,"{""x1"": 52, ""y1"": 220, ""x2"": 187, ""y2"": 595}"
144986,neutral,0.7067,"{""x1"": 497, ""y1"": 363, ""x2"": 603, ""y2"": 565}"
144987,fear,0.571,"{""x1"": 594, ""y1"": 164, ""x2"": 733, ""y2"": 430}"
144988,neutral,0.7786,"{""x1"": 501, ""y1"": 340, ""x2"": 680, ""y2"": 722}"
144989,happy,0.7103,"{""x1"": 589, ""y1"": 276, ""x2"": 735, ""y2"": 674}"
144990,neutral,0.8383,"{""x1"": 714, ""y1"": 342, ""x2"": 887, ""y2"": 535}"
144991,sad,0.5595,"{""x1"": 413, ""y1"": 496, ""x2"": 570, ""y2"": 709}"
144992,angry,0.8619,"{""x1"": 294, ""y1"": 333, ""x2"": 379, ""y2"": 580}"
144993,happy,0.8339,"{""x1"": 638, ""y1"": 207, ""x2"": 792, ""y2"": 480}"
144994,neutral,0.9779,"{""x1"": 335, ""y1"": 422, ""x2"": 419, ""y2"": 749}"
144995,fear,0.9242,"{""x1"": 682, ""y1"": 150, ""x2"": 785, ""y2"": 387}"
144996,happy,0.583,"{""x1"": 145, ""y1"": 423, ""x2"": 234, ""y2"": 578}"
144997,happy,0.5942,"{""x1"": 579, ""y1"": 340, ""x2"": 717, ""y2"": 649}"
144998,happy,0.6319,"{""x1"": 172, ""y1"": 298, ""x2"": 243, ""y2"": 653}"
144999,neutral,0.7447,"{""x1"": 133, ""y1"": 396, ""x2"": 226, ""y2"": 643}"
145000,neutral,0.6942,"{""x1"": 226, ""y1"": 55, ""x2"": 378, ""y2"": 326}"
145001,happy,0.9242,"{""x1"": 671, ""y1"": 450, ""x2"": 765, ""y2"": 748}"
145002,happy,0.7921,"{""x1"": 179, ""y1"": 56, ""x2"": 242, ""y2"": 371}"
145003,sad,0.7676,"{""x1"": 573, ""y1"": 384, ""x2"": 660, ""y2"": 600}"
145004,angry,0.6419,"{""x1"": 632, ""y1"": 441, ""x2"": 755, ""y2"": 727}"
145005,happy,0.6736,"{""x1"": 455, ""y1"": 493, ""x2"": 590, ""y2"": 767}"
145006,happy,0.9737,"{""x1"": 178, ""y1"": 86, ""x2"": 251, ""y2"": 286}"
145007,neutral,0.639,"{""x1"": 632, ""y1"": 352, ""x2"": 731, ""y2"": 669}"
145008,neutral,0.5777,"{""x1"": 410, ""y1"": 496, ""x2"": 579, ""y2"": 694}"
145009,happy,0.9866,"{""x1"": 314, ""y1"": 353, ""x2"": 384, ""y2"": 690}"
145010,happy,0.9723,"{""x1"": 189, ""y1"": 166, ""x2"": 286, ""y2"": 541}"
145011,happy,0.8096,"{""x1"": 663, ""y1"": 315, ""x2"": 768, ""y2"": 495}"
145012,happy,0.8,"{""x1"": 461, ""y1"": 153, ""x2"": 583, ""y2"": 510}"
145013,neutral,0.9224,"{""x1"": 509, ""y1"": 103, ""x2"": 603, ""y2"": 303}"
145014,sad,0.6637,"{""x1"": 293, ""y1"": 238, ""x2"": 420, ""y2"": 500}"
145015,happy,0.8543,"{""x1"": 438, ""y1"": 77, ""x2"": 602, ""y2"": 391}"
145016,neutral,0.8326,"{""x1"": 141, ""y1"": 437, ""x2"": 210, ""y2"": 645}"
145017,neutral,0.9758,"{""x1"": 269, ""y1"": 445, ""x2"": 355, ""y2"": 629}"
145688,neutral,0.8787,"{""x1"": 130, ""y1"": 454, ""x2"": 221, ""y2"": 728}"
145689,happy,0.6065,"{""x1"": 495, ""y1"": 390, ""x2"": 588, ""y2"": 761}"
145690,neutral,0.892,"{""x1"": 612, ""y1"": 203, ""x2"": 754, ""y2"": 573}"
145691,happy,0.6686,"{""x1"": 270, ""y1"": 380, ""x2"": 416, ""y2"": 744}"
145692,neutral,0.5949,"{""x1"": 179, ""y1"": 196, ""x2"": 314, ""y2"": 550}"
145693,happy,0.9297,"{""x1"": 373, ""y1"": 67, ""x2"": 450, ""y2"": 249}"
145694,happy,0.9269,"{""x1"": 147, ""y1"": 487, ""x2"": 282, ""y2"": 701}"
145695,neutral,0.6157,"{""x1"": 242, ""y1"": 345, ""x2"": 415, ""y2"": 671}"
145696,neutral,0.597,"{""x1"": 583, ""y1"": 100, ""x2"": 687, ""y2"": 339}"
145697,neutral,0.7267,"{""x1"": 574, ""y1"": 369, ""x2"": 729, ""y2"": 700}"
145698,happy,0.968,"{""x1"": 721, ""y1"": 367, ""x2"": 783, ""y2"": 607}"
145699,happy,0.6201,"{""x1"": 676, ""y1"": 427, ""x2"": 789, ""y2"": 736}"
145700,neutral,0.8225,"{""x1"": 571, ""y1"": 53, ""x2"": 681, ""y2"": 213}"
145701,neutral,0.5552,"{""x1"": 352, ""y1"": 357, ""x2"": 445, ""y2"": 540}"
145702,happy,0.778,"{""x1"": 604, ""y1"": 82, ""x2"": 753, ""y2"": 364}"
145703,happy,0.6027,"{""x1"": 544, ""y1"": 138, ""x2"": 609, ""y2"": 460}"
145704,happy,0.7024,"{""x1"": 253, ""y1"": 314, ""x2"": 375, ""y2"": 513}"
145705,neutral,0.977,"{""x1"": 368, ""y1"": 144, ""x2"": 478, ""y2"": 490}"
145706,surprise,0.6183,"{""x1"": 796, ""y1"": 488, ""x2"": 880, ""y2"": 651}"
145707,neutral,0.6714,"{""x1"": 520, ""y1"": 184, ""x2"": 587, ""y2"": 480}"
145708,neutral,0.9792,"{""x1"": 562, ""y1"": 78, ""x2"": 687, ""y2"": 321}"
145709,neutral,0.7009,"{""x1"": 429, ""y1"": 207, ""x2"": 514, ""y2"": 449}"
145710,neutral,0.9724,"{""x1"": 632, ""y1"": 492, ""x2"": 728, ""y2"": 872}"
145711,surprise,0.758,"{""x1"": 513, ""y1"": 321, ""x2"": 642, ""y2"": 534}"
145712,neutral,0.9204,"{""x1"": 519, ""y1"": 159, ""x2"": 630, ""y2"": 443}"
145713,happy,0.6155,"{""x1"": 671, ""y1"": 356, ""x2"": 817, ""y2"": 609}"
145714,disgust,0.7167,"{""x1"": 796, ""y1"": 449, ""x2"": 890, ""y2"": 846}"
145715,happy,0.7768,"{""x1"": 375, ""y1"": 93, ""x2"": 511, ""y2"": 404}"
145716,happy,0.6279,"{""x1"": 111, ""y1"": 142, ""x2"": 273, ""y2"": 360}"
145717,happy,0.5985,"{""x1"": 558, ""y1"": 390, ""x2"": 669, ""y2"": 633}"
145718,neutral,0.6018,"{""x1"": 219, ""y1"": 160, ""x2"": 344, ""y2"": 411}"
145719,happy,0.9375,"{""x1"": 621, ""y1"": 86, ""x2"": 760, ""y2"": 258}"
145720,neutral,0.7261,"{""x1"": 427, ""y1"": 299, ""x2"": 579, ""y2"": 552}"
145721,happy,0.8992,"{""x1"": 158, ""y1"": 105, ""x2"": 230, ""y2"": 353}"
145722,neutral,0.9636,"{""x1"": 340, ""y1"": 215, ""x2"": 415, ""y2"": 424}"
145723,happy,0.9754,"{""x1"": 56, ""y1"": 479, ""x2"": 231, ""y2"": 867}"
145724,neutral,0.7772,"{""x1"": 76, ""y1"": 406, ""x2"": 157, ""y2"": 630}"
145725,neutral,0.5603,"{""x1"": 734, ""y1"": 418, ""x2"": 794, ""y2"": 773}"
145726,disgust,0.9465,"{""x1"": 787, ""y1"": 477, ""x2"": 880, ""y2"": 753}"
145727,neutral,0.9424,"{""x1"": 381, ""y1"": 215, ""x2"": 476, ""y2"": 466}"
145728,neutral,0.7144,"{""x1"": 781, ""y1"": 465, ""x2"": 849, ""y2"": 789}"
145729,fear,0.7904,"{""x1"": 620, ""y1"": 269, ""x2"": 781, ""y2"": 438}"
145730,happy,0.661,"{""x1"": 68, ""y1"": 134, ""x2"": 151, ""y2"": 452}"
145731,neutral,0.8571,"{""x1"": 244, ""y1"": 182, ""x2"": 415, ""y2"": 503}"
145732,happy,0.9085,"{""x1"": 140, ""y1"": 390, ""x2"": 228, ""y2"": 600}"
145733,happy,0.968,"{""x1"": 663, ""y1"": 453, ""x2"": 821, ""y2"": 828}"
145734,happy,0.8632,"{""x1"": 361, ""y1"": 161, ""x2"": 527, ""y2"": 547}"
145735,happy,0.556,"{""x1"": 352, ""y1"": 278, ""x2"": 413, ""y2"": 660}"
145736,neutral,0.8921,"{""x1"": 250, ""y1"": 77, ""x2"": 408, ""y2"": 459}"
145737,neutral,0.9174,"{""x1"": 65, ""y1"": 194, ""x2"": 239, ""y2"": 594}"
145738,neutral,0.6387,"{""x1"": 634, ""y1"": 98, ""x2"": 797, ""y2"": 396}"
145739,happy,0.8009,"{""x1"": 241, ""y1"": 312, ""x2"": 303, ""y2"": 509}"
145740,happy,0.6801,"{""x1"": 771, ""y1"": 87, ""x2"": 855, ""y2"": 329}"
145741,sad,0.5708,"{""x1"": 589, ""y1"": 194, ""x2"": 764, ""y2"": 566}"
145742,disgust,0.926,"{""x1"": 785, ""y1"": 173, ""x2"": 863, ""y2"": 370}"
145743,neutral,0.6651,"{""x1"": 143, ""y1"": 335, ""x2"": 214, ""y2"": 563}"
145744,happy,0.7914,"{""x1"": 581, ""y1"": 435, ""x2"": 726, ""y2"": 674}"
145745,happy,0.8434,"{""x1"": 421, ""y1"": 125, ""x2"": 499, ""y2"": 325}"
145746,happy,0.877,"{""x1"": 293, ""y1"": 160, ""x2"": 443, ""y2"": 425}"
145747,neutral,0.7262,"{""x1"": 788, ""y1"": 98, ""x2"": 912, ""y2"": 408}"
145748,surprise,0.5922,"{""x1"": 646, ""y1"": 160, ""x2"": 801, ""y2"": 369}"
145749,sad,0.5587,"{""x1"": 500, ""y1"": 494, ""x2"": 651, ""y2"": 770}"
145750,neutral,0.6228,"{""x1"": 582, ""y1"": 185, ""x2"": 703, ""y2"": 397}"
145751,fear,0.9399,"{""x1"": 610, ""y1"": 400, ""x2"": 747, ""y2"": 798}"
145752,happy,0.8814,"{""x1"": 428, ""y1"": 189, ""x2"": 522, ""y2"": 449}"
145753,neutral,0.8915,"{""x1"": 355, ""y1"": 403, ""x2"": 449, ""y2"": 758}"
145754,neutral,0.7213,"{""x1"": 316, ""y1"": 281, ""x2"": 399, ""y2"": 542}"
145755,neutral,0.6717,"{""x1"": 506, ""y1"": 144, ""x2"": 601, ""y2"": 392}"
145756,happy,0.6432,"{""x1"": 328, ""y1"": 389, ""x2"": 434, ""y2"": 789}"
145757,happy,0.6975,"{""x1"": 217, ""y1"": 239, ""x2"": 294, ""y2"": 575}"
145758,neutral,0.5714,"{""x1"": 77, ""y1"": 440, ""x2"": 253, ""y2"": 742}"
145759,happy,0.715,"{""x1"": 775, ""y1"": 136, ""x2"": 850, ""y2"": 454}"
145760,surprise,0.8069,"{""x1"": 479, ""y1"": 407, ""x2"": 596, ""y2"": 595}"
145761,sad,0.9194,"{""x1"": 290, ""y1"": 460, ""x2"": 369, ""y2"": 760}"
145762,happy,0.6078,"{""x1"": 263, ""y1"": 149, ""x2"": 404, ""y2"": 334}"
145763,sad,0.9129,"{""x1"": 357, ""y1"": 213, ""x2"": 468, ""y2"": 372}"
145764,happy,0.8405,"{""x1"": 774, ""y1"": 96, ""x2"": 898, ""y2"": 357}"
145765,happy,0.8609,"{""x1"": 112, ""y1"": 376, ""x2"": 172, ""y2"": 564}"
145766,sad,0.9429,"{""x1"": 444, ""y1"": 334, ""x2"": 523, ""y2"": 654}"
145767,neutral,0.8679,"{""x1"": 755, ""y1"": 90, ""x2"": 867, ""y2"": 297}"
145768,happy,0.5984,"{""x1"": 261, ""y1"": 284, ""x2"": 349, ""y2"": 583}"
145769,neutral,0.8077,"{""x1"": 478, ""y1"": 158, ""x2"": 587, ""y2"": 336}"
145770,neutral,0.9044,"{""x1"": 641, ""y1"": 272, ""x2"": 734, ""y2"": 642}"
145771,surprise,0.9448,"{""x1"": 148, ""y1"": 185, ""x2"": 287, ""y2"": 411}"
145772,neutral,0.7023,"{""x1"": 311, ""y1"": 333, ""x2"": 465, ""y2"": 701}"
145773,neutral,0.6157,"{""x1"": 518, ""y1"": 182, ""x2"": 595, ""y2"": 529}"
146333,happy,0.7402,"{""x1"": 603, ""y1"": 63, ""x2"": 689, ""y2"": 355}"
146334,neutral,0.6103,"{""x1"": 529, ""y1"": 352, ""x2"": 666, ""y2"": 663}"
146335,neutral,0.8386,"{""x1"": 551, ""y1"": 247, ""x2"": 731, ""y2"": 543}"
146336,happy,0.591,"{""x1"": 503, ""y1"": 259, ""x2"": 604, ""y2"": 452}"
146337,neutral,0.7791,"{""x1"": 307, ""y1"": 422, ""x2"": 447, ""y2"": 611}"
146338,neutral,0.9722,"{""x1"": 374, ""y1"": 468, ""x2"": 463, ""y2"": 864}"
146339,neutral,0.5633,"{""x1"": 185, ""y1"": 96, ""x2"": 324, ""y2"": 415}"
146340,neutral,0.5924,"{""x1"": 523, ""y1"": 64, ""x2"": 639, ""y2"": 259}"
146341,neutral,0.8623,"{""x1"": 373, ""y1"": 399, ""x2"": 478, ""y2"": 596}"
146342,sad,0.9071,"{""x1"": 67, ""y1"": 434, ""x2"": 153, ""y2"": 628}"
146343,disgust,0.9039,"{""x1"": 95, ""y1"": 95, ""x2"": 250, ""y2"": 331}"
146344,happy,0.7021,"{""x1"": 617, ""y1"": 97, ""x2"": 764, ""y2"": 250}"
146345,happy,0.9319,"{""x1"": 369, ""y1"": 376, ""x2"": 527, ""y2"": 553}"
146346,happy,0.5786,"{""x1"": 460, ""y1"": 310, ""x2"": 575, ""y2"": 658}"
146347,neutral,0.9393,"{""x1"": 236, ""y1"": 238, ""x2"": 334, ""y2"": 388}"
146348,neutral,0.8993,"{""x1"": 244, ""y1"": 368, ""x2"": 396, ""y2"": 600}"
146349,neutral,0.8173,"{""x1"": 272, ""y1"": 489, ""x2"": 394, ""y2"": 683}"
146350,neutral,0.5704,"{""x1"": 72, ""y1"": 201, ""x2"": 185, ""y2"": 436}"
146351,neutral,0.6387,"{""x1"": 223, ""y1"": 404, ""x2"": 341, ""y2"": 694}"
146352,surprise,0.8711,"{""x1"": 207, ""y1"": 90, ""x2"": 275, ""y2"": 478}"
146353,surprise,0.9678,"{""x1"": 512, ""y1"": 189, ""x2"": 585, ""y2"": 375}"
146354,neutral,0.6563,"{""x1"": 330, ""y1"": 62, ""x2"": 462, ""y2"": 272}"
146355,happy,0.759,"{""x1"": 426, ""y1"": 316, ""x2"": 570, ""y2"": 515}"
146356,neutral,0.8592,"{""x1"": 66, ""y1"": 462, ""x2"": 245, ""y2"": 735}"
146357,neutral,0.6152,"{""x1"": 701, ""y1"": 304, ""x2"": 874, ""y2"": 698}"
146358,happy,0.9246,"{""x1"": 521, ""y1"": 191, ""x2"": 583, ""y2"": 431}"
146359,sad,0.8529,"{""x1"": 404, ""y1"": 239, ""x2"": 505, ""y2"": 637}"
146360,neutral,0.6559,"{""x1"": 89, ""y1"": 494, ""x2"": 253, ""y2"": 732}"
146361,disgust,0.8098,"{""x1"": 450, ""y1"": 403, ""x2"": 608, ""y2"": 779}"
146362,neutral,0.7345,"{""x1"": 779, ""y1"": 409, ""x2"": 855, ""y2"": 732}"
146363,happy,0.706,"{""x1"": 521, ""y1"": 250, ""x2"": 604, ""y2"": 534}"
146364,neutral,0.7957,"{""x1"": 350, ""y1"": 415, ""x2"": 477, ""y2"": 753}"
146365,neutral,0.8552,"{""x1"": 601, ""y1"": 385, ""x2"": 781, ""y2"": 711}"
146366,neutral,0.55,"{""x1"": 400, ""y1"": 420, ""x2"": 549, ""y2"": 641}"
146367,happy,0.5578,"{""x1"": 318, ""y1"": 156, ""x2"": 465, ""y2"": 461}"
146368,neutral,0.6499,"{""x1"": 487, ""y1"": 133, ""x2"": 605, ""y2"": 297}"
146369,disgust,0.9247,"{""x1"": 196, ""y1"": 182, ""x2"": 351, ""y2"": 423}"
146370,disgust,0.5783,"{""x1"": 739, ""y1"": 434, ""x2"": 849, ""y2"": 739}"
146371,happy,0.7235,"{""x1"": 659, ""y1"": 497, ""x2"": 793, ""y2"": 692}"
146372,neutral,0.7112,"{""x1"": 658, ""y1"": 347, ""x2"": 756, ""y2"": 706}"
146373,neutral,0.7498,"{""x1"": 519, ""y1"": 398, ""x2"": 652, ""y2"": 669}"
146374,happy,0.6333,"{""x1"": 692, ""y1"": 245, ""x2"": 857, ""y2"": 430}"
146375,neutral,0.7135,"{""x1"": 213, ""y1"": 55, ""x2"": 281, ""y2"": 422}"
146376,happy,0.7201,"{""x1"": 260, ""y1"": 415, ""x2"": 341, ""y2"": 696}"
146377,angry,0.6245,"{""x1"": 576, ""y1"": 297, ""x2"": 728, ""y2"": 511}"
146378,neutral,0.8445,"{""x1"": 83, ""y1"": 262, ""x2"": 234, ""y2"": 462}"
146379,neutral,0.9496,"{""x1"": 226, ""y1"": 419, ""x2"": 310, ""y2"": 744}"
146380,neutral,0.7569,"{""x1"": 540, ""y1"": 345, ""x2"": 681, ""y2"": 594}"
146381,surprise,0.6255,"{""x1"": 695, ""y1"": 246, ""x2"": 822, ""y2"": 514}"
146382,sad,0.8849,"{""x1"": 714, ""y1"": 80, ""x2"": 866, ""y2"": 474}"
146383,happy,0.7832,"{""x1"": 512, ""y1"": 142, ""x2"": 635, ""y2"": 300}"
146384,happy,0.6343,"{""x1"": 336, ""y1"": 329, ""x2"": 448, ""y2"": 545}"
146385,happy,0.617,"{""x1"": 499, ""y1"": 354, ""x2"": 594, ""y2"": 720}"
146386,happy,0.8352,"{""x1"": 354, ""y1"": 139, ""x2"": 454, ""y2"": 471}"
146387,happy,0.8962,"{""x1"": 263, ""y1"": 298, ""x2"": 427, ""y2"": 694}"
146388,neutral,0.7846,"{""x1"": 90, ""y1"": 257, ""x2"": 215, ""y2"": 593}"
146389,happy,0.6173,"{""x1"": 327, ""y1"": 85, ""x2"": 500, ""y2"": 299}"
146390,happy,0.9224,"{""x1"": 480, ""y1"": 403, ""x2"": 654, ""y2"": 613}"
146391,neutral,0.8198,"{""x1"": 76, ""y1"": 119, ""x2"": 182, ""y2"": 386}"
146392,neutral,0.9063,"{""x1"": 359, ""y1"": 403, ""x2"": 507, ""y2"": 651}"
146393,happy,0.5804,"{""x1"": 66, ""y1"": 240, ""x2"": 242, ""y2"": 599}"
146394,neutral,0.7253,"{""x1"": 86, ""y1"": 403, ""x2"": 234, ""y2"": 645}"
146395,angry,0.7882,"{""x1"": 356, ""y1"": 340, ""x2"": 526, ""y2"": 532}"
146396,neutral,0.9331,"{""x1"": 412, ""y1"": 403, ""x2"": 574, ""y2"": 613}"
146397,happy,0.9144,"{""x1"": 194, ""y1"": 422, ""x2"": 317, ""y2"": 747}"
146398,disgust,0.8454,"{""x1"": 205, ""y1"": 480, ""x2"": 369, ""y2"": 641}"
146399,neutral,0.8409,"{""x1"": 202, ""y1"": 132, ""x2"": 352, ""y2"": 504}"
146400,angry,0.8498,"{""x1"": 234, ""y1"": 114, ""x2"": 313, ""y2"": 433}"
146401,neutral,0.7938,"{""x1"": 587, ""y1"": 497, ""x2"": 756, ""y2"": 798}"
146402,neutral,0.7323,"{""x1"": 266, ""y1"": 217, ""x2"": 344, ""y2"": 514}"
146403,sad,0.5823,"{""x1"": 345, ""y1"": 52, ""x2"": 438, ""y2"": 231}"
146404,neutral,0.8405,"{""x1"": 453, ""y1"": 334, ""x2"": 597, ""y2"": 497}"
146405,neutral,0.7687,"{""x1"": 331, ""y1"": 136, ""x2"": 451, ""y2"": 291}"
146406,angry,0.6615,"{""x1"": 156, ""y1"": 337, ""x2"": 233, ""y2"": 631}"
146407,neutral,0.7272,"{""x1"": 138, ""y1"": 444, ""x2"": 290, ""y2"": 725}"
146408,neutral,0.9005,"{""x1"": 390, ""y1"": 319, ""x2"": 504, ""y2"": 719}"
146409,happy,0.8744,"{""x1"": 262, ""y1"": 289, ""x2"": 440, ""y2"": 546}"
146410,angry,0.8211,"{""x1"": 411, ""y1"": 398, ""x2"": 531, ""y2"": 672}"
146411,neutral,0.8431,"{""x1"": 744, ""y1"": 212, ""x2"": 894, ""y2"": 380}"
146412,neutral,0.7265,"{""x1"": 65, ""y1"": 50, ""x2"": 165, ""y2"": 390}"
146413,sad,0.7987,"{""x1"": 579, ""y1"": 134, ""x2"": 755, ""y2"": 343}"
146414,neutral,0.6376,"{""x1"": 155, ""y1"": 480, ""x2"": 266, ""y2"": 843}"
146415,happy,0.8935,"{""x1"": 279, ""y1"": 78, ""x2"": 434, ""y2"": 412}"
146416,neutral,0.8687,"{""x1"": 527, ""y1"": 244, ""x2"": 640, ""y2"": 420}"
146417,surprise,0.7837,"{""x1"": 65, ""y1"": 231, ""x2"": 197, ""y2"": 601}"
146418,happy,0.8657,"{""x1"": 199, ""y1"": 484, ""x2"": 319, ""y2"": 654}"
146419,neutral,0.9568,"{""x1"": 234, ""y1"": 254, ""x2"": 347, ""y2"": 477}"
146420,happy,0.9617,"{""x1"": 320, ""y1"": 186, ""x2"": 389, ""y2"": 422}"
146421,fear,0.7721,"{""x1"": 556, ""y1"": 108, ""x2"": 656, ""y2"": 268}"
146422,neutral,0.7075,"{""x1"": 798, ""y1"": 349, ""x2"": 933, ""y2"": 555}"
146423,neutral,0.7464,"{""x1"": 546, ""y1"": 442, ""x2"": 705, ""y2"": 730}"
146424,neutral,0.8458,"{""x1"": 450, ""y1"": 482, ""x2"": 543, ""y2"": 688}"
146425,neutral,0.6046,"{""x1"": 580, ""y1"": 270, ""x2"": 673, ""y2"": 632}"
146426,neutral,0.6266,"{""x1"": 705, ""y1"": 424, ""x2"": 782, ""y2"": 737}"
146427,neutral,0.9615,"{""x1"": 352, ""y1"": 448, ""x2"": 446, ""y2"": 735}"
146428,neutral,0.5728,"{""x1"": 94, ""y1"": 57, ""x2"": 193, ""y2"": 372}"
146429,neutral,0.6992,"{""x1"": 243, ""y1"": 167, ""x2"": 349, ""y2"": 504}"
146430,surprise,0.6133,"{""x1"": 64, ""y1"": 54, ""x2"": 239, ""y2"": 298}"
146431,happy,0.6253,"{""x1"": 740, ""y1"": 150, ""x2"": 801, ""y2"": 351}"
146432,neutral,0.7514,"{""x1"": 298, ""y1"": 68, ""x2"": 460, ""y2"": 252}"
146433,happy,0.7047,"{""x1"": 353, ""y1"": 373, ""x2"": 447, ""y2"": 574}"
146434,sad,0.7311,"{""x1"": 594, ""y1"": 138, ""x2"": 738, ""y2"": 505}"
146435,neutral,0.5762,"{""x1"": 332, ""y1"": 493, ""x2"": 416, ""y2"": 832}"
146436,neutral,0.9017,"{""x1"": 535, ""y1"": 286, ""x2"": 607, ""y2"": 453}"
146437,neutral,0.5842,"{""x1"": 68, ""y1"": 243, ""x2"": 225, ""y2"": 580}"
146438,neutral,0.6132,"{""x1"": 542, ""y1"": 220, ""x2"": 691, ""y2"": 430}"
146439,surprise,0.9289,"{""x1"": 467, ""y1"": 314, ""x2"": 629, ""y2"": 667}"
146440,neutral,0.7913,"{""x1"": 144, ""y1"": 79, ""x2"": 253, ""y2"": 323}"
146441,neutral,0.5872,"{""x1"": 63, ""y1"": 110, ""x2"": 174, ""y2"": 328}"
146442,happy,0.7872,"{""x1"": 395, ""y1"": 294, ""x2"": 471, ""y2"": 632}"
146975,sad,0.9432,"{""x1"": 739, ""y1"": 304, ""x2"": 904, ""y2"": 635}"
146976,surprise,0.828,"{""x1"": 197, ""y1"": 480, ""x2"": 305, ""y2"": 665}"
146977,neutral,0.9456,"{""x1"": 492, ""y1"": 167, ""x2"": 560, ""y2"": 439}"
146978,neutral,0.8979,"{""x1"": 224, ""y1"": 392, ""x2"": 378, ""y2"": 777}"
146979,happy,0.9524,"{""x1"": 531, ""y1"": 499, ""x2"": 593, ""y2"": 785}"
146980,happy,0.8112,"{""x1"": 637, ""y1"": 321, ""x2"": 744, ""y2"": 713}"
146981,happy,0.6127,"{""x1"": 253, ""y1"": 149, ""x2"": 419, ""y2"": 348}"
146982,neutral,0.8375,"{""x1"": 518, ""y1"": 285, ""x2"": 634, ""y2"": 550}"
146983,sad,0.9187,"{""x1"": 283, ""y1"": 234, ""x2"": 349, ""y2"": 554}"
146984,neutral,0.7815,"{""x1"": 272, ""y1"": 254, ""x2"": 437, ""y2"": 644}"
146985,neutral,0.7195,"{""x1"": 642, ""y1"": 246, ""x2"": 738, ""y2"": 404}"
146986,neutral,0.8979,"{""x1"": 193, ""y1"": 376, ""x2"": 298, ""y2"": 693}"
146987,neutral,0.7198,"{""x1"": 773, ""y1"": 454, ""x2"": 876, ""y2"": 646}"
146988,neutral,0.9667,"{""x1"": 759, ""y1"": 63, ""x2"": 936, ""y2"": 410}"
146989,fear,0.5874,"{""x1"": 526, ""y1"": 308, ""x2"": 671, ""y2"": 616}"
146990,neutral,0.8466,"{""x1"": 199, ""y1"": 192, ""x2"": 333, ""y2"": 403}"
146991,neutral,0.8504,"{""x1"": 170, ""y1"": 286, ""x2"": 264, ""y2"": 665}"
146992,happy,0.9093,"{""x1"": 373, ""y1"": 405, ""x2"": 465, ""y2"": 668}"
146993,neutral,0.7715,"{""x1"": 489, ""y1"": 247, ""x2"": 592, ""y2"": 407}"
146994,angry,0.7363,"{""x1"": 444, ""y1"": 308, ""x2"": 524, ""y2"": 567}"
146995,neutral,0.8115,"{""x1"": 684, ""y1"": 399, ""x2"": 750, ""y2"": 668}"
146996,neutral,0.8501,"{""x1"": 668, ""y1"": 79, ""x2"": 793, ""y2"": 242}"
146997,happy,0.843,"{""x1"": 765, ""y1"": 147, ""x2"": 871, ""y2"": 311}"
146998,happy,0.9644,"{""x1"": 189, ""y1"": 213, ""x2"": 325, ""y2"": 518}"
146999,happy,0.6504,"{""x1"": 778, ""y1"": 445, ""x2"": 893, ""y2"": 842}"
147000,neutral,0.8539,"{""x1"": 720, ""y1"": 147, ""x2"": 783, ""y2"": 338}"
147001,neutral,0.9444,"{""x1"": 236, ""y1"": 199, ""x2"": 356, ""y2"": 370}"
147002,neutral,0.584,"{""x1"": 760, ""y1"": 360, ""x2"": 867, ""y2"": 692}"
147003,neutral,0.6828,"{""x1"": 298, ""y1"": 407, ""x2"": 391, ""y2"": 727}"
147004,sad,0.7694,"{""x1"": 236, ""y1"": 493, ""x2"": 402, ""y2"": 747}"
147005,fear,0.5709,"{""x1"": 730, ""y1"": 494, ""x2"": 852, ""y2"": 759}"
147006,sad,0.7373,"{""x1"": 669, ""y1"": 296, ""x2"": 739, ""y2"": 465}"
147007,sad,0.7737,"{""x1"": 111, ""y1"": 179, ""x2"": 227, ""y2"": 543}"
147008,neutral,0.6628,"{""x1"": 266, ""y1"": 215, ""x2"": 368, ""y2"": 499}"
147009,happy,0.8611,"{""x1"": 770, ""y1"": 444, ""x2"": 905, ""y2"": 843}"
147010,happy,0.9209,"{""x1"": 80, ""y1"": 220, ""x2"": 161, ""y2"": 564}"
147011,happy,0.7518,"{""x1"": 617, ""y1"": 155, ""x2"": 744, ""y2"": 345}"
